datum;talsperre;fuellgrad_pct;inhalt_mio_m3;quelle
2000-10-01;Breitenbachtalsperre;79.49;6.2;https://web.archive.org/web/20030512130713id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2000/01_10_00.html
2000-10-01;Obernautalsperre;80.27;11.96;https://web.archive.org/web/20030512130713id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2000/01_10_00.html
2000-10-15;Breitenbachtalsperre;79.23;6.18;https://web.archive.org/web/20030926102305id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2000/15_10_00.html
2000-10-15;Obernautalsperre;79.93;11.91;https://web.archive.org/web/20030926102305id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2000/15_10_00.html
2000-10-30;Breitenbachtalsperre;78.08;6.09;https://web.archive.org/web/20031126104657id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2000/30_10_00.html
2000-10-30;Obernautalsperre;79.13;11.79;https://web.archive.org/web/20031126104657id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2000/30_10_00.html
2000-11-01;Breitenbachtalsperre;77.95;6.08;https://web.archive.org/web/20030512131123id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2000/01_11_00.html
2000-11-01;Obernautalsperre;79.06;11.78;https://web.archive.org/web/20030512131123id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2000/01_11_00.html
2000-11-15;Breitenbachtalsperre;80.77;6.3;https://web.archive.org/web/20030512131153id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2000/15_12_00.html
2000-11-15;Obernautalsperre;80.67;12.02;https://web.archive.org/web/20030512131153id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2000/15_12_00.html
2001-01-01;Breitenbachtalsperre;83.21;6.49;https://web.archive.org/web/20030512130654id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/01_01_01.html
2001-01-01;Obernautalsperre;83.49;12.44;https://web.archive.org/web/20030512130654id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/01_01_01.html
2001-01-15;Breitenbachtalsperre;85.51;6.67;https://web.archive.org/web/20030512130927id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/15_01_01.html
2001-01-15;Obernautalsperre;90.47;13.48;https://web.archive.org/web/20030512130927id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/15_01_01.html
2001-02-01;Breitenbachtalsperre;85.77;6.69;https://web.archive.org/web/20030512131049id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/01_02_01.html
2001-02-01;Obernautalsperre;92.01;13.71;https://web.archive.org/web/20030512131049id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/01_02_01.html
2001-02-15;Breitenbachtalsperre;85.0;6.63;https://web.archive.org/web/20030512130737id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/15_02_01.html
2001-02-15;Obernautalsperre;93.96;14.0;https://web.archive.org/web/20030512130737id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/15_02_01.html
2001-03-01;Breitenbachtalsperre;84.1;6.56;https://web.archive.org/web/20030512130943id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/01_03_01.html
2001-03-01;Obernautalsperre;93.53;13.94;https://web.archive.org/web/20030512130943id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/01_03_01.html
2001-03-15;Breitenbachtalsperre;86.15;6.72;https://web.archive.org/web/20030926103729id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/15_03_01.html
2001-03-15;Obernautalsperre;95.3;14.2;https://web.archive.org/web/20030926103729id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/15_03_01.html
2001-04-01;Breitenbachtalsperre;96.79;7.55;https://web.archive.org/web/20030512131443id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/01_04_01.html
2001-04-01;Obernautalsperre;98.79;14.72;https://web.archive.org/web/20030512131443id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/01_04_01.html
2001-04-15;Breitenbachtalsperre;98.21;7.66;https://web.archive.org/web/20030512131300id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/15_04_01.html
2001-04-15;Obernautalsperre;98.32;14.65;https://web.archive.org/web/20030512131300id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/15_04_01.html
2001-05-15;Breitenbachtalsperre;98.59;7.69;https://web.archive.org/web/20030926094824id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/15_05_01.html
2001-05-15;Obernautalsperre;98.12;14.62;https://web.archive.org/web/20030926094824id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/15_05_01.html
2001-06-01;Breitenbachtalsperre;95.26;7.43;https://web.archive.org/web/20030512130251id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/01_06_01.html
2001-06-01;Obernautalsperre;95.64;14.25;https://web.archive.org/web/20030512130251id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/01_06_01.html
2001-06-15;Breitenbachtalsperre;93.33;7.28;https://web.archive.org/web/20030512131118id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/15_06_01.html
2001-06-15;Obernautalsperre;93.42;13.92;https://web.archive.org/web/20030512131118id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/15_06_01.html
2001-07-01;Breitenbachtalsperre;93.33;7.28;https://web.archive.org/web/20031114160214id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/01_07_01.html
2001-07-01;Obernautalsperre;93.42;13.92;https://web.archive.org/web/20031114160214id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/01_07_01.html
2001-07-15;Breitenbachtalsperre;87.82;6.85;https://web.archive.org/web/20030512131516id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/15_07_01.html
2001-07-15;Obernautalsperre;87.92;13.1;https://web.archive.org/web/20030512131516id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/15_07_01.html
2001-08-01;Breitenbachtalsperre;84.62;6.6;https://web.archive.org/web/20030512125709id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/01_08_01.html
2001-08-01;Obernautalsperre;84.56;12.6;https://web.archive.org/web/20030512125709id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/01_08_01.html
2001-08-15;Breitenbachtalsperre;82.56;6.44;https://web.archive.org/web/20030512131438id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/15_08_01.html
2001-08-15;Obernautalsperre;82.28;12.26;https://web.archive.org/web/20030512131438id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/15_08_01.html
2001-09-15;Breitenbachtalsperre;77.31;6.03;https://web.archive.org/web/20030926095411id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/15_09_01.html
2001-09-15;Obernautalsperre;77.05;11.48;https://web.archive.org/web/20030926095411id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/15_09_01.html
2001-10-01;Breitenbachtalsperre;76.92;6.0;https://web.archive.org/web/20031114155555id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/01_10_01.html
2001-10-01;Obernautalsperre;80.54;12.0;https://web.archive.org/web/20031114155555id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/01_10_01.html
2001-10-15;Breitenbachtalsperre;76.41;5.96;https://web.archive.org/web/20030512125919id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/15_10_01.html
2001-10-15;Obernautalsperre;81.28;12.11;https://web.archive.org/web/20030512125919id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/15_10_01.html
2001-11-01;Breitenbachtalsperre;75.64;5.9;https://web.archive.org/web/20030512130529id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/01_11_01.html
2001-11-01;Obernautalsperre;79.87;11.9;https://web.archive.org/web/20030512130529id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/01_11_01.html
2001-11-15;Breitenbachtalsperre;77.56;6.05;https://web.archive.org/web/20030512125740id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/15_11_01.html
2001-11-15;Obernautalsperre;83.09;12.38;https://web.archive.org/web/20030512125740id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/15_11_01.html
2001-12-01;Breitenbachtalsperre;82.69;6.45;https://web.archive.org/web/20030512130517id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/01_12_01.html
2001-12-01;Obernautalsperre;88.93;13.25;https://web.archive.org/web/20030512130517id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/01_12_01.html
2001-12-15;Breitenbachtalsperre;84.62;6.6;https://web.archive.org/web/20030513031241id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/15_12_01.html
2001-12-15;Obernautalsperre;91.28;13.6;https://web.archive.org/web/20030513031241id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2001/15_12_01.html
2002-01-01;Breitenbachtalsperre;82.44;6.43;https://web.archive.org/web/20030926095425id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/01_01_02.html
2002-01-01;Obernautalsperre;91.07;13.57;https://web.archive.org/web/20030926095425id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/01_01_02.html
2002-01-15;Breitenbachtalsperre;79.87;6.23;https://web.archive.org/web/20030512125444id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/15_01_02.html
2002-01-15;Obernautalsperre;90.94;13.55;https://web.archive.org/web/20030512125444id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/15_01_02.html
2002-02-01;Breitenbachtalsperre;87.05;6.79;https://web.archive.org/web/20030926095229id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/01_02_02.html
2002-02-01;Obernautalsperre;97.85;14.58;https://web.archive.org/web/20030926095229id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/01_02_02.html
2002-02-15;Breitenbachtalsperre;84.87;6.62;https://web.archive.org/web/20030512125520id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/15_02_02.html
2002-02-15;Obernautalsperre;95.21;14.19;https://web.archive.org/web/20030512125520id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/15_02_02.html
2002-03-01;Breitenbachtalsperre;90.64;7.07;https://web.archive.org/web/20030926095423id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/01_03_02.html
2002-03-01;Obernautalsperre;98.12;14.62;https://web.archive.org/web/20030926095423id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/01_03_02.html
2002-03-15;Breitenbachtalsperre;88.21;6.88;https://web.archive.org/web/20030926100650id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/15_03_02.html
2002-03-15;Obernautalsperre;95.77;14.27;https://web.archive.org/web/20030926100650id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/15_03_02.html
2002-04-01;Breitenbachtalsperre;92.44;7.21;https://web.archive.org/web/20030512131002id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/01_04_02.html
2002-04-01;Obernautalsperre;97.25;14.49;https://web.archive.org/web/20030512131002id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/01_04_02.html
2002-04-15;Breitenbachtalsperre;91.54;7.14;https://web.archive.org/web/20030926100527id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/15_04_02.html
2002-04-15;Obernautalsperre;82.21;12.25;https://web.archive.org/web/20030926100527id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/15_04_02.html
2002-05-01;Breitenbachtalsperre;90.13;7.03;https://web.archive.org/web/20030926095642id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/01_05_02.html
2002-05-01;Obernautalsperre;94.63;14.1;https://web.archive.org/web/20030926095642id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/01_05_02.html
2002-05-15;Breitenbachtalsperre;91.41;7.13;https://web.archive.org/web/20030926100544id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/15_05_02.html
2002-05-15;Obernautalsperre;96.44;14.37;https://web.archive.org/web/20030926100544id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/15_05_02.html
2002-06-01;Breitenbachtalsperre;89.1;6.95;https://web.archive.org/web/20031114160536id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/01_06_02.html
2002-06-01;Obernautalsperre;94.3;14.05;https://web.archive.org/web/20031114160536id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/01_06_02.html
2002-06-15;Breitenbachtalsperre;87.18;6.8;https://web.archive.org/web/20031114155806id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/15_06_02.html
2002-06-15;Obernautalsperre;92.55;13.79;https://web.archive.org/web/20031114155806id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/15_06_02.html
2002-07-01;Breitenbachtalsperre;85.13;6.64;https://web.archive.org/web/20030512130831id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/01_07_02.html
2002-07-01;Obernautalsperre;90.0;13.41;https://web.archive.org/web/20030512130831id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/01_07_02.html
2002-07-15;Breitenbachtalsperre;83.33;6.5;https://web.archive.org/web/20030512131045id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/15_07_02.html
2002-07-15;Obernautalsperre;88.12;13.13;https://web.archive.org/web/20030512131045id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/15_07_02.html
2002-08-15;Breitenbachtalsperre;81.28;6.34;https://web.archive.org/web/20030926100942id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/15_08_02.html
2002-08-15;Obernautalsperre;85.44;12.73;https://web.archive.org/web/20030926100942id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/15_08_02.html
2002-09-01;Breitenbachtalsperre;80.0;6.24;https://web.archive.org/web/20030926100356id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/01_09_02.html
2002-09-01;Obernautalsperre;84.9;12.65;https://web.archive.org/web/20030926100356id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/01_09_02.html
2002-09-15;Breitenbachtalsperre;78.08;6.09;https://web.archive.org/web/20031114160752id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/15_09_02.html
2002-09-15;Obernautalsperre;83.96;12.51;https://web.archive.org/web/20031114160752id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/15_09_02.html
2002-10-01;Breitenbachtalsperre;75.0;5.85;https://web.archive.org/web/20030512131548id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/01_10_02.html
2002-10-01;Obernautalsperre;81.61;12.16;https://web.archive.org/web/20030512131548id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/01_10_02.html
2002-10-15;Breitenbachtalsperre;73.08;5.7;https://web.archive.org/web/20030512130759id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/15_10_02.html
2002-10-15;Obernautalsperre;80.27;11.96;https://web.archive.org/web/20030512130759id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/15_10_02.html
2002-11-01;Breitenbachtalsperre;80.0;6.24;https://web.archive.org/web/20031114160527id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/01_11_02.html
2002-11-01;Obernautalsperre;85.3;12.71;https://web.archive.org/web/20031114160527id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/01_11_02.html
2002-11-15;Breitenbachtalsperre;89.9;7.01;https://web.archive.org/web/20030926101813id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/15_11_02.html
2002-11-15;Obernautalsperre;94.5;14.08;https://web.archive.org/web/20030926101813id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/15_11_02.html
2002-12-01;Breitenbachtalsperre;87.18;6.8;https://web.archive.org/web/20030512130220id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/01_12_02.html
2002-12-01;Obernautalsperre;92.35;13.76;https://web.archive.org/web/20030512130220id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/01_12_02.html
2002-12-15;Breitenbachtalsperre;83.72;6.53;https://web.archive.org/web/20031126105218id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/15_12_02.html
2002-12-15;Obernautalsperre;90.94;13.55;https://web.archive.org/web/20031126105218id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2002/15_12_02.html
2003-01-01;Breitenbachtalsperre;92.69;7.23;https://web.archive.org/web/20030512131620id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2003/01_01_03.html
2003-01-01;Obernautalsperre;97.58;14.54;https://web.archive.org/web/20030512131620id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2003/01_01_03.html
2003-01-15;Breitenbachtalsperre;88.59;6.91;https://web.archive.org/web/20030512130056id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2003/15_01_03.html
2003-02-01;Breitenbachtalsperre;88.59;6.91;https://web.archive.org/web/20031114154755id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2003/01_02_03.html
2003-02-15;Breitenbachtalsperre;88.59;6.91;https://web.archive.org/web/20030512130831id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2003/15_02_03.html
2003-03-01;Breitenbachtalsperre;82.95;6.47;https://web.archive.org/web/20030926102409id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2003/01_03_03.html
2003-03-01;Obernautalsperre;89.13;13.28;https://web.archive.org/web/20030926102409id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2003/01_03_03.html
2003-03-15;Breitenbachtalsperre;89.23;6.96;https://web.archive.org/web/20030926102540id_/http://www.bezreg-arnsberg.nrw.de:80/dieBezirksregierung/aufgabenAufbau/abteilungen/abteilung5/dezernat54/talsperren/fuellstaende/2003/15_03_03.html
